client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
91304a2e9b4a8e1c637d5e49ac5cc496631af687f2ea06703a75e0ae5b6acd0e09b9dc16e758ce815f165f5d838f454553eb9561fca47c1ed71f92f87531eaf3	common_voice_pa-IN_22475184.mp3	ਇਹ ਉਸ ਦਾ ਨਿਵੇਸ਼ ਹੁੰਦਾ ਹੈ	2	0				pa-IN	
91304a2e9b4a8e1c637d5e49ac5cc496631af687f2ea06703a75e0ae5b6acd0e09b9dc16e758ce815f165f5d838f454553eb9561fca47c1ed71f92f87531eaf3	common_voice_pa-IN_22475187.mp3	ਜਿਹੜੇ ਸਾਰੇ ਹੀ ਝੂਠੇ ਸਨ	2	0				pa-IN	
91304a2e9b4a8e1c637d5e49ac5cc496631af687f2ea06703a75e0ae5b6acd0e09b9dc16e758ce815f165f5d838f454553eb9561fca47c1ed71f92f87531eaf3	common_voice_pa-IN_22475189.mp3	ਪਹਿਲਾਂ ਰਿਸ਼ਤੇਦਾਰਾਂ ਦੋਸਤਾ ਦੀ ਮੱਦਦ ਲਵੋ	2	0				pa-IN	
91304a2e9b4a8e1c637d5e49ac5cc496631af687f2ea06703a75e0ae5b6acd0e09b9dc16e758ce815f165f5d838f454553eb9561fca47c1ed71f92f87531eaf3	common_voice_pa-IN_22475190.mp3	ਮੇਰੇ ਇੱਕ ਸਿੰਗੇ ਵਰਗਾ ਕਰ ਲੈ	2	1				pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771267.mp3	ਇਸ ਨੂੰ ਬਰਦਾਸ਼ਤ ਨਹੀਂ ਕੀਤਾ ਜਾਵੇਗਾ	2	0				pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771268.mp3	ਜਿੰਦੇ ਨੀ ਕੀ ਸਾਕ ਸਹੇੜੇ	2	0				pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771269.mp3	ਉਥੇ ਸਿੱਖ ਖਿਡਾਰੀਆਂ ਨੇ ਗੋਲ ਦਾਗੇ ਸਨ	2	1				pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771270.mp3	ਦੋਸਤ ਨੂੰ ਫੋਨ ਕਰਕੇ ਬੁਲਾਉਣਾ ਐ	2	0				pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771271.mp3	ਦਸੇ ਜ਼ੌਹਰ ਸੀ ਉਨ੍ਹਾਂ ਜਵਾਨੀਆਂ ਨੇ	2	1				pa-IN	
651385458feae8de0192eebaa405cd6ddc37fb6cc77bbd261b4abef913c21dcd023bac100fe83f0e242f957d84c5a96271452a15ccea0f1650c4d9d4a0a4ee7e	common_voice_pa-IN_22475191.mp3	ਹੱਟੀ ਅੰਦਰ ਬੈਠਾ ਉਹ ਚਕਰਾ ਜਿਹਾ ਗਿਆ	2	0	thirties	male		pa-IN	
651385458feae8de0192eebaa405cd6ddc37fb6cc77bbd261b4abef913c21dcd023bac100fe83f0e242f957d84c5a96271452a15ccea0f1650c4d9d4a0a4ee7e	common_voice_pa-IN_22475192.mp3	ਇਹ ਸਤ੍ਹਾ ਦੇ ਵਾਲਾਂ ਨੂੰ ਢੱਕ ਲੈਂਦੀਆਂ ਹਨ	2	0	thirties	male		pa-IN	
651385458feae8de0192eebaa405cd6ddc37fb6cc77bbd261b4abef913c21dcd023bac100fe83f0e242f957d84c5a96271452a15ccea0f1650c4d9d4a0a4ee7e	common_voice_pa-IN_22475193.mp3	ਲੋਕ ਕੰਮ ਛੱਡ ਕੇ ਚਲੇ ਗਏ ਹਨ	2	0	thirties	male		pa-IN	
651385458feae8de0192eebaa405cd6ddc37fb6cc77bbd261b4abef913c21dcd023bac100fe83f0e242f957d84c5a96271452a15ccea0f1650c4d9d4a0a4ee7e	common_voice_pa-IN_22475194.mp3	ਅਸੀਂ ਦੁੱਧ ਪੀਣ ਨੂੰ ਤਰਸ ਜਾਂਦੇ	2	0	thirties	male		pa-IN	
651385458feae8de0192eebaa405cd6ddc37fb6cc77bbd261b4abef913c21dcd023bac100fe83f0e242f957d84c5a96271452a15ccea0f1650c4d9d4a0a4ee7e	common_voice_pa-IN_22475195.mp3	ਇਹ ਟੈਲੀਫੋਨ ਕਾਲਾਂ ਤਿੰਨ ਪ੍ਰਕਾਰ ਦੀਆਂ ਸਨ	2	0	thirties	male		pa-IN	
d575702c33b0a1d74814d72fa425ed775ecf7dfdfa613f320feff6845f361e84ef8a5f1644de5024753a48201b660ee94c5d47d3796c848f6835ed3fec158800	common_voice_pa-IN_23122743.mp3	ਇਹ ਬਹੁਤ ਮਹਾਨ ਪੰਥਕ ਸੇਵਾ ਹੈ	2	0				pa-IN	
d575702c33b0a1d74814d72fa425ed775ecf7dfdfa613f320feff6845f361e84ef8a5f1644de5024753a48201b660ee94c5d47d3796c848f6835ed3fec158800	common_voice_pa-IN_23122748.mp3	ਲਿਖ ਕੇ ਵਿਚਾਰ ਤੁਹਾਨੂੰ ਦੇ ਸਕਣ	2	0				pa-IN	
d575702c33b0a1d74814d72fa425ed775ecf7dfdfa613f320feff6845f361e84ef8a5f1644de5024753a48201b660ee94c5d47d3796c848f6835ed3fec158800	common_voice_pa-IN_23122966.mp3	ਉਂਝ ਅਸੀਂ ਬਹੁਤ ਤਰੱਕੀ ਕਰ ਲਈ ਹੈ	2	0				pa-IN	
d575702c33b0a1d74814d72fa425ed775ecf7dfdfa613f320feff6845f361e84ef8a5f1644de5024753a48201b660ee94c5d47d3796c848f6835ed3fec158800	common_voice_pa-IN_23122967.mp3	ਕੋਈ ਉਸਦੀ ਪਿੱਠ ਨੂੰ ਚੁੰਮਦੀ ਹੈ	2	1				pa-IN	
d575702c33b0a1d74814d72fa425ed775ecf7dfdfa613f320feff6845f361e84ef8a5f1644de5024753a48201b660ee94c5d47d3796c848f6835ed3fec158800	common_voice_pa-IN_23122969.mp3	ਪ੍ਰੋਫੈਸ਼ਨ ਕੋਈ ਵੀ ਹੋਵੇ ਮਿਹਨਤ ਜ਼ਰੂਰੀ ਹੈ	2	0				pa-IN	
3511a4df0d8eaa407a9eac54cdee5a6de9efe33a9d18f6f6bb7d27e6dd009ba22cb885c237df25fc3c7cfc86f24b9bd672266d26e76fa7256681f219541656ed	common_voice_pa-IN_22929549.mp3	ਪੂਲ ਬੀ ਟੀਮਾਂ ਦੀ ਠਹਿਰ ਜਲੰਧਰ	2	0				pa-IN	
3511a4df0d8eaa407a9eac54cdee5a6de9efe33a9d18f6f6bb7d27e6dd009ba22cb885c237df25fc3c7cfc86f24b9bd672266d26e76fa7256681f219541656ed	common_voice_pa-IN_22929550.mp3	ਆਓ ਨਜ਼ਰ ਮਾਰਦੇ ਹਾਂ ਇਨ੍ਹਾਂ ਬੁਰੀਆਂ ਆਦਤਾਂ ਤੇ	2	0				pa-IN	
3511a4df0d8eaa407a9eac54cdee5a6de9efe33a9d18f6f6bb7d27e6dd009ba22cb885c237df25fc3c7cfc86f24b9bd672266d26e76fa7256681f219541656ed	common_voice_pa-IN_22929552.mp3	ਪਰ ਕਾਕੂ ਸਮਝਦਾ ਸੀ ਕਿ ਇਹ ਹਰ ਵਾਰ ਦੀ ਤਰ੍ਹਾਂ ਇਕ ਬਹਾਨਾ ਹੀ ਹੈ	2	0				pa-IN	
3511a4df0d8eaa407a9eac54cdee5a6de9efe33a9d18f6f6bb7d27e6dd009ba22cb885c237df25fc3c7cfc86f24b9bd672266d26e76fa7256681f219541656ed	common_voice_pa-IN_22929561.mp3	ਕਦੇ ਖੇਡਦਾ ਸਾਂ ਅੰਬਰੀਂ ਚੰਦ ਨਾਲ	2	0				pa-IN	
3511a4df0d8eaa407a9eac54cdee5a6de9efe33a9d18f6f6bb7d27e6dd009ba22cb885c237df25fc3c7cfc86f24b9bd672266d26e76fa7256681f219541656ed	common_voice_pa-IN_22929563.mp3	ਸਰਕੋਜ਼ੀ ਦੂਸਰੇ ਨੰਬਰ ਤੇ ਚੱਲ ਰਹੇ ਹਨ	2	0				pa-IN	
3511a4df0d8eaa407a9eac54cdee5a6de9efe33a9d18f6f6bb7d27e6dd009ba22cb885c237df25fc3c7cfc86f24b9bd672266d26e76fa7256681f219541656ed	common_voice_pa-IN_22929564.mp3	ਲੋਕਾਂ ਦੇ ਫਤਵੇ ਨੇ ਵਧਾਈਆਂ ਚੁਣੌਤੀਆਂ	2	0				pa-IN	
3511a4df0d8eaa407a9eac54cdee5a6de9efe33a9d18f6f6bb7d27e6dd009ba22cb885c237df25fc3c7cfc86f24b9bd672266d26e76fa7256681f219541656ed	common_voice_pa-IN_22929565.mp3	ਰਾਤ ਵੇਲੇ ਦੋਵੇਂ ਪਾਸੇ ਲਾਈਨਰ ਲਗਾਓ	2	0				pa-IN	
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_pa-IN_22723279.mp3	ਛੋਟਿਆਂ ਦੀਆਂ ਗੱਲਾਂ ਵੱਲ ਧਿਆਨ ਨਾ ਦਿਓ	2	0	twenties	male		pa-IN	
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_pa-IN_22723280.mp3	ਇਹ ਜੰਗਾਂ ਅਫਗਾਨਿਸਤਾਨ ਤੇ ਇਰਾਕ ਦੀਆਂ ਸਨ	2	1	twenties	male		pa-IN	
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_pa-IN_22723289.mp3	ਜ਼ਰੂਰੀ ਕੰਮਾਂ ਵਿਚ ਉਸ ਦੀ ਸਲਾਹ ਲਓ	2	1	twenties	male		pa-IN	
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_pa-IN_22723290.mp3	ਉਸਨੇ ਸਿਟੀ ਕੌਂਸਲ ਦਾ ਪੈਸਾ ਵਿਅਰਥ ਕੀਤਾ	2	0	twenties	male		pa-IN	
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_pa-IN_22723291.mp3	ਉਸਨੂੰ ਕੰਮ ਕਾਰ ਤਾਂ ਹੈ ਕੋਈ ਨਹੀਂ ਸੀ	2	0	twenties	male		pa-IN	
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_pa-IN_22723292.mp3	ਉਹ ਕਹਿ ਰਿਹਾ ਸੀ… ਤੜਕੇ ਪਹਿਲੀ ਬੱਸ ਤੇ ਸ਼ਹਿਰ ਜਾਣ ਲਈ	2	1	twenties	male		pa-IN	
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_pa-IN_22723293.mp3	ਕੁਝ ਸਮਾਂ ਸੁਖਵਿੰਦਰ ਨੇ ਵੀ ਕੁਮੈਂਟਰੀ ਕੀਤੀ	2	1	twenties	male		pa-IN	
efa810e9cb29c12d387ae767fb75906616e47dc9eaac98deb048681d851e07b7cbae8eca31e4301954aad30d9105a0fb0775d39ae93187da1cb46e52aa53660d	common_voice_pa-IN_22929460.mp3	ਸ਼ਾਇਰਾ ਨੀਟਾ ਇੱਕ ਔਰਤ ਵੀ ਹੈ	2	1				pa-IN	
efa810e9cb29c12d387ae767fb75906616e47dc9eaac98deb048681d851e07b7cbae8eca31e4301954aad30d9105a0fb0775d39ae93187da1cb46e52aa53660d	common_voice_pa-IN_22929462.mp3	ਸਾਡੀ ਬਹੁਤ ਵਾਰ ਤੂੰ ਤੂੰ ਮੈਂ ਮੈਂ ਵੀ ਹੋਈ	2	0				pa-IN	
efa810e9cb29c12d387ae767fb75906616e47dc9eaac98deb048681d851e07b7cbae8eca31e4301954aad30d9105a0fb0775d39ae93187da1cb46e52aa53660d	common_voice_pa-IN_22929465.mp3	ਥੋੜ੍ਹੇ ਵੱਡੇ ਘੇਰੇ ਵਾਲੇ ਸੂਟ ਪਾਉਣੇ ਚਾਹੀਦੇ ਹਨ	2	0				pa-IN	
efa810e9cb29c12d387ae767fb75906616e47dc9eaac98deb048681d851e07b7cbae8eca31e4301954aad30d9105a0fb0775d39ae93187da1cb46e52aa53660d	common_voice_pa-IN_22929467.mp3	ਡਰਾਇਵਿੰਗ ਦੇ ਨਿਯਮ ਬਹੁਤ ਸਖ਼ਤ ਹਨ	2	0				pa-IN	
efa810e9cb29c12d387ae767fb75906616e47dc9eaac98deb048681d851e07b7cbae8eca31e4301954aad30d9105a0fb0775d39ae93187da1cb46e52aa53660d	common_voice_pa-IN_22929476.mp3	ਇਸ ਵਿੱਚ ਹਰ ਉਮਰ ਦੀਆਂ ਬੀਬੀਆਂ ਸ਼ਾਮਲ ਸਨ	2	0				pa-IN	
efa810e9cb29c12d387ae767fb75906616e47dc9eaac98deb048681d851e07b7cbae8eca31e4301954aad30d9105a0fb0775d39ae93187da1cb46e52aa53660d	common_voice_pa-IN_22929477.mp3	ਸਾਰਾ ਦਿਨ ਮੀਂਹ ਵਰਦਾ ਰਿਹਾ	2	1				pa-IN	
efa810e9cb29c12d387ae767fb75906616e47dc9eaac98deb048681d851e07b7cbae8eca31e4301954aad30d9105a0fb0775d39ae93187da1cb46e52aa53660d	common_voice_pa-IN_22929478.mp3	ਜਪਾਨ ਵਿਚ ਸਰਦੀ ਦਾ ਮੌਸਮ ਹੈ	2	1				pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23337850.mp3	ਮਲਬਾ ਤਾਂ ਮੈਂ ਢੋਅ ਰਹੀ ਆਂ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23337894.mp3	ਸਤਿਗੁਰ ਵਾਲਾ ਮੁਖਤ ਹਮੇਸ਼ਾ ਜੀ ਸਤਿਗੁਰ ਆਵੇ ਜਾਵੇ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23337897.mp3	ਹਾਰ ਸ਼ਿੰਗਾਰ ਔਰਤ ਦਾ ਗਹਿਣਾ ਮੰਨਿਆ ਜਾਂਦਾ ਹੈ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23337909.mp3	ਸੈਂਕੜੇ ਟਰਾਫੀਆਂ ਮਹਿਮਾਨਾਂ ਦੇ ਮਾਣ ਸਨਮਾਨ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23337915.mp3	ਜ਼ਿੰਦਗੀ ਯੂੰ ਹੀ ਤਮਾਮ ਹੋਤੀ ਹੈ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23338003.mp3	ਪਰ ਉਹ ਕੁੱਝ ਨਹੀਂ ਸੀ ਸੁਣਦਾ ਹੁੰਦਾ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23338037.mp3	ਕਿਸੇ ਨਾਲ ਧੋਖਾ ਕਮਾਵੋ ਜ਼ਰਾ ਨਾ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23338039.mp3	ਉਸਦੀ ਯਾਦ ਦਾ ਹੀ ਇੰਨਾਂ ਸਹਾਰਾ ਹੈ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23338077.mp3	ਉਸ ਰੁਮਾਲ ਵਿਚ ਕਈ ਗੰਢਾਂ ਸਨ	2	0	thirties	male		pa-IN	
4cafbe8fbc1677fd85c367b10951916f5beccbd68f8cbb457c49f99859174a83111412f3da4d12c0e0cc3d691e81e6703595be312573237ac1c35f4ada4b21c6	common_voice_pa-IN_23338112.mp3	ਉਹ ਆਪਣੀ ਕਾਰਵਾਈ ਕਰਕੇ ਚਲੇ ਗਏ	2	0	thirties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917694.mp3	ਅੱਜ ਦੇ ਇਸ ਇਕੱਠ ਨੇ	2	0	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917695.mp3	ਕਹਿੰਦਾ ਸੀ ਮੁੰਡਾ ਨਕਸਲਬਾੜੀਆਂ ਚ ਹੈ	2	0	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917696.mp3	ਸੈਲਜ਼ ਦਾ ਮਤਲਬ ਹੈ ਸਟ੍ਰੈਟੇਜੀਜ਼ ਫਾਰ ਨੈਗਲੀਜ਼ੇਬਲ ਸੈਨੇਸੈਂਸ	2	1	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917697.mp3	ਦੁਪਹਿਰ ਜਾਂ ਸ਼ਾਮ ਨੂੰ ਝਪਕੀਆਂ ਨਾ ਲਓ	2	0	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917698.mp3	ਮੇਰੇ ਪਾਤਰ ਆਪਣੀ ਰਵਾਇਤੀ ਭਾਸ਼ਾ ਬੋਲਦੇ ਹਨ	2	0	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917710.mp3	ਸਿਆਸਤਦਾਨਾਂ ਦਾ ਅੰਦਾਜ਼ ਹੈ	2	0	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917711.mp3	ਧੀ ਵੀ ਅੜੀਅਲ ਹੋ ਜਾਂਦੀ	2	1	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917714.mp3	ਉਹਦੀ ਬਾਹਰਲੇ ਕਲੱਬਾਂ ਨਾਲ ਅੱਟੀ ਸੱਟੀ ਸੀ	2	1	fifties	male		pa-IN	
fdf3a087da4620a92acb4f49c65e90ac384c9e93c739e79f2088be0c97406e7b4dad2497957c58c632fb394eb6338e9f41aab06125ce2f1d701d1e40aafec697	common_voice_pa-IN_21917718.mp3	ਸੰਗੀਤ ਸਾਡੀ ਜ਼ਿੰਦਗੀ ਲਈ ਇਕ ਸਾਥੀ ਵਾਂਗ ਹੈ	2	0	fifties	male		pa-IN	
